0.000197, 0.019738, 20
0.000840, 0.032149, 20
0.002287, 0.072329, 20
0.004698, 0.120531, 20
0.008072, 0.168707, 20
0.012409, 0.216848, 20
0.017708, 0.264946, 20
0.023967, 0.312995, 20
0.031187, 0.360989, 20
0.039366, 0.408925, 20
0.048502, 0.456803, 20
0.058594, 0.504626, 20
0.069642, 0.552400, 20
0.081645, 0.600134, 20
0.094602, 0.647844, 20
0.108513, 0.695548, 20
0.123378, 0.743271, 20
0.139199, 0.791044, 20
0.155977, 0.838904, 20
0.173715, 0.886895, 20
0.192416, 0.935066, 20
0.212086, 0.983477, 20
0.232730, 1.032191, 20
0.254355, 1.081279, 20
0.276972, 1.130821, 20
0.300590, 1.180899, 20
0.325222, 1.231599, 20
0.350882, 1.283014, 20
0.377587, 1.335234, 20
0.405354, 1.388350, 20
0.434203, 1.442451, 20
0.464155, 1.497621, 20
0.495234, 1.553936, 20
0.527463, 1.611462, 20
0.560868, 1.670258, 20
0.595476, 1.730366, 20
0.631312, 1.791818, 20
0.668405, 1.854630, 20
0.706781, 1.918807, 20
0.746468, 1.984339, 20
0.787492, 2.051205, 20
0.829879, 2.119376, 20
0.873655, 2.188812, 20
0.918845, 2.259472, 20
0.965471, 2.331311, 20
1.013557, 2.404283, 20
1.063124, 2.478346, 20
1.114193, 2.553465, 20
1.166785, 2.629611, 20
1.220920, 2.706765, 20
1.276619, 2.784921, 20
1.333901, 2.864086, 20
1.392786, 2.944280, 20
1.453297, 3.025543, 20
1.515456, 3.107930, 20
1.579090, 3.181714, 20
1.643782, 3.234609, 20
1.708903, 3.256053, 20
1.773850, 3.247345, 20
1.838250, 3.219983, 20
1.901923, 3.183686, 20
1.964849, 3.146279, 20
2.027005, 3.107812, 20
2.088372, 3.068321, 20
2.148928, 3.027824, 20
2.208655, 2.986325, 20
2.267531, 2.943814, 20
2.325536, 2.900271, 20
2.382650, 2.855666, 20
2.438849, 2.809961, 20
2.494111, 2.763113, 20
2.548413, 2.715077, 20
2.601729, 2.665809, 20
2.654034, 2.615267, 20
2.705303, 2.563414, 20
2.755507, 2.510222, 20
2.804620, 2.455673, 20
2.852616, 2.399759, 20
2.899465, 2.342489, 20
2.945143, 2.283881, 20
2.989622, 2.223970, 20
3.032878, 2.162802, 20
3.074887, 2.100436, 20
3.115626, 2.036942, 20
3.155074, 1.972397, 20
3.193212, 1.906887, 20
3.230022, 1.840500, 20
3.265488, 1.773328, 20
3.299598, 1.705462, 20
3.332337, 1.636993, 20
3.363697, 1.568005, 20
3.393669, 1.498583, 20
3.422245, 1.428801, 20
3.449420, 1.358731, 20
3.475188, 1.288434, 20
3.499548, 1.217968, 20
3.522495, 1.147381, 20
3.544030, 1.076716, 20
3.564150, 1.006007, 20
3.582856, 0.935286, 20
3.600147, 0.864574, 20
3.616025, 0.793890, 20
3.630490, 0.723248, 20
3.643543, 0.652656, 20
3.655185, 0.582121, 20
3.665418, 0.511643, 20
3.674243, 0.441223, 20
3.681660, 0.370856, 20
3.687671, 0.300537, 20
3.692276, 0.230260, 20
3.695476, 0.160015, 20
3.697324, 0.092380, 20
3.698105, 0.039045, 20
3.698287, 0.009114, 20
3.698287, 0.000000, 20
